ID	Name	Definition	Synonyms	URI	is obsolete
MONDO_0006147	chronic eosinophilic leukemia, not otherwise specified	A rare myeloproliferative neoplasm characterized by a clonal proliferation of eosinophilic precursors resulting in persistently increased numbers of eosinophils in the blood, marrow and peripheral tissues. Since acute eosinophilic leukemia is at best exceedingly rare, the term eosinophilic leukemia is normally used as a synonym for chronic eosinophilic leukemia. In cases in which it is impossible to prove clonality and there is no increase in blast cells, the diagnosis of "idiopathic hypereosinophilic syndrome" is preferred. (WHO, 2001)	chronic eosinophilic leukemia,chronic eosinophilic leukemia/hypereosinophilic syndrome,CEL/hypereosinophilic syndrome,CEL,eosinophilic leukemia,CELNOS	http://purl.obolibrary.org/obo/MONDO_0006147	false
MONDO_0006237	granulocytic sarcoma	A tumor mass composed of myeloblasts, neutrophils and neutrophil precursors. Granulocytic sarcoma is the most common type of myeloid sarcoma. (WHO, 2001)	sarcoma, granulocytic, malignant	http://purl.obolibrary.org/obo/MONDO_0006237	false
MONDO_0006861	myeloid sarcoma	A tumor mass composed of myeloblasts or immature myeloid cells. It occurs in extramedullary sites or the bone. (WHO, 2001)	extramedullary myeloid tumor,granulocytic sarcoma,sarcoma, myeloid, malignant,chloroma,MS	http://purl.obolibrary.org/obo/MONDO_0006861	false
MONDO_0007088	Alzheimer disease type 1		early-onset familial form of Alzheimer disease,AD1,Alzheimer disease 1,Alzheimer disease,Alzheimer disease, protection against,AD,presenile and senile dementia,Alzheimer disease, familial, 1,Alzheimer disease, early-onset, with cerebral amyloid angiopathy	http://purl.obolibrary.org/obo/MONDO_0007088	false
MONDO_0007089	Alzheimer disease 2	An Alzheimer's disease that is characterized by an association of the apolipoprotein E E4 allele.	AD2,Alzheimer disease-2,Alzheimer disease type 2,Alzheimer disease associated with APOE4,Alzheimer disease 2, late onset,Alzheimer's disease 2,Alzheimer's disease type 2,Alzheimer disease 2, late-onset,Alzheimer disease associated with Apoe4,LOFAD,Alzheimer disease associated with APOE E4,late onset Alzheimer disease,late onset familial Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0007089	false
MONDO_0007433	dementia/parkinsonism with non-Alzheimer amyloid plaques			http://purl.obolibrary.org/obo/MONDO_0007433	false
MONDO_0007488	Lewy body dementia	A progressive form of dementia characterized by the presence of protein deposits called Lewy bodies in the midbrain and cerebral cortex, and loss of cholinergic and dopaminergic neurons. The signs and symptoms overlap with Alzheimer and Parkinson disease.	dementia with Lewy bodies,Lewy body disease,Senile dementia of the Lewy body type,dementia, Lewy body,DLB,diffuse Lewy body disease,diffuse Lewy body disease with gaze palsy,Lewy body variant of Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0007488	false
MONDO_0007573	acute erythroleukemia, familial	An instance of acute erythroleukemia that is caused by an inherited modification of the individual's genome.	hereditary acute erythroid leukemia,leukemia, acute myelogenous, M6,Di Guglielmo disease, familial,ERYTHROLEUKEMIA, familial	http://purl.obolibrary.org/obo/MONDO_0007573	false
MONDO_0007803	multiple system atrophy	Multiple system atrophy (MSA) is a neurodegenerative disorder characterized by autonomic failure (cardiovascular and/or urinary), parkinsonism, cerebellar impairment and corticospinal signs with a median survival of 6-9 years.	Shy-Drager syndrome,MSA,multisystem atrophy,autonomic failure, Pure,Shy-dragger syndrome (formerly),susceptibility to multiple system atrophy 1,hypotension, orthostatic	http://purl.obolibrary.org/obo/MONDO_0007803	false
MONDO_0007896	acute monocytic leukemia	Acute monoblastic leukemia (AML-M5), is one of the most common subtypes of acute myeloid leukemia (AML) that is either comprised of more than 80% of monoblasts (AML-M5a) or 30-80% monoblasts with (pro)monocytic differentiation (AML-M5b). AML-M5 presents with asthenia, pallor, fever, and dizziness. Specific features of AML-M5 include hyperleukocytosis, propensity for extramedullary infiltrates, coagulation abnormalities including disseminated intravascular coagulation and neurological disorders. Leukemia cutis and gingival infiltration can also be seen. A characteristic translocation observed in AML-M5 is t(9;11).	acute monoblastic leukemia and acute monocytic leukemia,acute monocytic leukemia without mention of remission,AML M5,acute monocytic leukemia (FAB M5b),acute monocytic leukemia (FAB M5B),monocytic leukemia, acute,acute monocytic leukemia, morphology,acute monocytic leukemia, FAB M5,acute monocytic leukemia, morphology (morphologic abnormality),monocytic leukemia,leukemia, monocytic, malignant,acute monoblastic leukemia,leukemia, acute monocytic,acute monoblastic/monocytic leukemia,AML-M5,acute myeloblastic leukemia type 5	http://purl.obolibrary.org/obo/MONDO_0007896	false
MONDO_0008170	ovarian cancer	A primary or metastatic malignant neoplasm involving the ovary. Most primary malignant ovarian neoplasms are either carcinomas (serous, mucinous, or endometrioid adenocarcinomas) or malignant germ cell tumors. Metastatic malignant neoplasms to the ovary include carcinomas, lymphomas, and melanomas.	malignant neoplasm of ovary,ovary cancer,malignant tumour of ovary,malignant tumor of the ovary,cancer of the ovary,malignant neoplasm of the ovary,cancer of ovary,malignant ovary neoplasm,ovarian malignant tumor,malignant ovarian tumor,malignant tumor of ovary,malignant ovarian neoplasm,ovarian neoplasm,tumor of the ovary,ovary neoplasm,ovarian cancer, epithelial,primary ovarian cancer	http://purl.obolibrary.org/obo/MONDO_0008170	false
MONDO_0008193	paralysis agitans, juvenile, of Hunt		Parkinson disease, juvenile, of Hunt	http://purl.obolibrary.org/obo/MONDO_0008193	false
MONDO_0008199	late-onset Parkinson disease		park,PD,Parkinson disease, late-onset	http://purl.obolibrary.org/obo/MONDO_0008199	false
MONDO_0008200	autosomal dominant Parkinson disease 1		autosomal dominant Parkinson disease type 1,Parkinson disease 1, autosomal dominant Lewy body,atypical Parkinson disease,PARK1,Parkinson disease 1, autosomal dominant,autosomal dominant Parkinson's disease 1	http://purl.obolibrary.org/obo/MONDO_0008200	false
MONDO_0008315	prostate cancer	A primary or metastatic malignant tumor involving the prostate gland. The vast majority are carcinomas.	malignant prostate gland neoplasm,cancer of prostate gland,malignant prostate tumor,prostatic cancer,malignant neoplasm of prostate,malignant tumor of prostate,prostate gland cancer,NGP - new growth of prostate,prostate cancer, familial,malignant neoplasm of the prostate,malignant prostate neoplasm,malignant neoplasm of prostate gland,malignant tumor of the prostate,tumor of the prostate,prostatic neoplasm,prostate neoplasm,hereditary prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	false
MONDO_0008903	lung cancer	A malignant neoplasm involving the lung.	malignant lung neoplasm,malignant neoplasm of lung,malignant lung tumor,malignant neoplasm of the lung,malignant tumor of the lung,cancer of lung,malignant tumor of lung,lung cancer, protection against,alveolar cell carcinoma,Nonsmall cell lung cancer,lung neoplasm	http://purl.obolibrary.org/obo/MONDO_0008903	false
MONDO_0009539	lymphoblastic leukemia, acute, with lymphomatous features		lall,lymphomatous All	http://purl.obolibrary.org/obo/MONDO_0009539	false
MONDO_0009830	parkinsonian-pyramidal syndrome	A Parkinson's disease that has material basis in mutation in the FBXO7 gene on chromosome 22q12.3.	autosomal recessive early-onset Parkinson disease type 15,autosomal recessive early-onset Parkinson disease 15,Pallidopyramidal syndrome,pallidopyramidal syndrome,PARK15,pallido-pyramidal disease,Parkinson disease 15, autosomal recessive early-onset,autosomal recessive early-onset Parkinson's disease 15,pallido-pyramidal syndrome	http://purl.obolibrary.org/obo/MONDO_0009830	false
MONDO_0010360	parkinson disease 12		PARK12,Parkinson disease 12,Parkinson disease, X-linked	http://purl.obolibrary.org/obo/MONDO_0010360	false
MONDO_0010422	Alzheimer disease 16	An Alzheimer's disease that is characterized by an associated with a risk allele in in the PCDH11X gene on chromosome Xq21.3.	Alzheimer's disease type 16,Alzheimer's disease 16,AD16,	http://purl.obolibrary.org/obo/MONDO_0010422	false
MONDO_0010643	acute leukemia (disease)	A clonal (malignant) hematopoietic disorder with an acute onset, affecting the bone marrow and the peripheral blood. The malignant cells show minimal differentiation and are called blasts, either myeloid blasts (myeloblasts) or lymphoid blasts (lymphoblasts).	stem cell leukemia,stem cell leukemia (disease),stem cell leukaemia,acute leukemia,leukemia, acute, X-linked	http://purl.obolibrary.org/obo/MONDO_0010643	false
MONDO_0010783	Alzheimer disease, susceptibility to, mitochondrial			http://purl.obolibrary.org/obo/MONDO_0010783	false
MONDO_0010796	Parkinson disease, mitochondrial			http://purl.obolibrary.org/obo/MONDO_0010796	false
MONDO_0010809	familial chronic myelocytic leukemia-like syndrome	A chronic myeloid leukemia characterized by chronic myelocytic leukemia in early infancy and absence of the BCR/ABL fusion gene (Philadelphia chromosome).	familial CML-like syndrome,CML-like syndrome, familial,myelocytic leukemia-like syndrome, familial, chronic	http://purl.obolibrary.org/obo/MONDO_0010809	false
MONDO_0010820	autosomal recessive juvenile Parkinson disease 2	A group of disorders which feature impaired motor control characterized by bradykinesia, muscle rigidity; tremor; and postural instability. Parkinsonian diseases are generally divided into primary parkinsonism (see parkinson disease), secondary parkinsonism (see parkinson disease, secondary) and inherited forms. These conditions are associated with dysfunction of dopaminergic or closely related motor integration neuronal pathways in the basal ganglia.	young-onset Parkinson disease caused by mutation in PRKN,autosomal recessive juvenile Parkinson disease type 2,PRKN young-onset Parkinson disease,autosomal recessive juvenile Parkinson disease,autosomal recessive juvenile Parkinson's disease 2,Parkinson disease, juvenile, autosomal recessive,PARK2,JP,PDJ,Parkinsonism, early-onset, with diurnal fluctuation,Parkinson disease 2, autosomal recessive juvenile,Parkinson disease autosomal recessive, early onset,Parkinsonism, early onset, with diurnal fluctuation,juvenile parkinsonism,Parkinson disease 2	http://purl.obolibrary.org/obo/MONDO_0010820	false
MONDO_0011118	bilineal acute myeloid leukemia	An acute leukemia of ambiguous lineage in which there is a dual population of blasts with each population expressing markers of a distinct lineage (myeloid and lymphoid or B-and T-lymphocyte). (WHO, 2001) -- 2003	acute bilineal leukemia,bilineal acute leukemia	http://purl.obolibrary.org/obo/MONDO_0011118	false
MONDO_0011194	Alzheimer disease 5		AD5,Alzheimer disease, familial 5,Alzheimer disease type 5,Alzheimer's disease type 5,Alzheimer's disease 5,Alzheimer disease, familial, 5,Ad5	http://purl.obolibrary.org/obo/MONDO_0011194	false
MONDO_0011220	parkinson disease 3, autosomal dominant		PARK3,Parkinson disease type 3,Parkinson disease 3, autosomal dominant,autosomal dominant Parkinson disease,Parkinson disease 3, autosomal dominant Lewy body	http://purl.obolibrary.org/obo/MONDO_0011220	false
MONDO_0011401	Alzheimer disease without neurofibrillary tangles		Alzheimer's disease 15,Alzheimer's disease type 15,AD15,Alzheimer disease 15,Alzheimer's disease without neurofibrillary tangles	http://purl.obolibrary.org/obo/MONDO_0011401	false
MONDO_0011513	Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology			http://purl.obolibrary.org/obo/MONDO_0011513	false
MONDO_0011561	Alzheimer disease 6	An Alzheimer's disease that is characterized by an associated with variation in the region 10q24.	AD6,Alzheimer disease type 6,Alzheimer disease 6, late onset,Alzheimer's disease 6,Alzheimer's disease type 6,plasma Beta-amyloid-42 level quantitative trait locus,Alzheimer disease 6, late-onset	http://purl.obolibrary.org/obo/MONDO_0011561	false
MONDO_0011562	autosomal dominant Parkinson disease 4	A late onset Parkinson disease that has material basis in heterozygous triplication of the alpha-synuclein gene (SNCA) on chromosome 4q22.	autosomal dominant Lewy body Parkinson disease 4,autosomal dominant Parkinson disease type 4,PARK4,Parkinson disease 4, autosomal dominant,autosomal dominant Parkinson's disease 4,Parkinson disease 4, autosomal dominant Lewy body	http://purl.obolibrary.org/obo/MONDO_0011562	false
MONDO_0011613	autosomal recessive early-onset Parkinson disease 6	Any Parkinson disease in which the cause of the disease is a mutation in the PINK1 gene.	early-onset Parkinson disease 6,Parkinson disease caused by mutation in PINK1,autosomal recessive early-onset Parkinson disease type 6,PINK1 Parkinson disease,PARK6,autosomal recessive early-onset Parkinson's disease 6,Parkinson disease, autosomal recessive early-onset, digenic, Pink1/Dj1,Parkinson disease 6, late-onset, susceptibility to,Parkinson disease 6, early-onset,Parkinson disease 6, autosomal recessive early-onset	http://purl.obolibrary.org/obo/MONDO_0011613	false
MONDO_0011647	Alzheimer disease 7	An Alzheimer's disease that is characterized by an associated with variation in the region 10p13.	AD7,Alzheimer disease, familial 7,Alzheimer disease type 7,Alzheimer's disease type 7,Alzheimer's disease 7,Alzheimer disease, familial, 7,Ad7	http://purl.obolibrary.org/obo/MONDO_0011647	false
MONDO_0011658	autosomal recessive early-onset Parkinson disease 7	Any Parkinson disease in which the cause of the disease is a mutation in the PARK7 gene.	Parkinson disease caused by mutation in PARK7,PARK7 Parkinson disease,autosomal recessive early-onset Parkinson disease type 7,PARK7,autosomal recessive early-onset Parkinson's disease 7,Parkinson disease 7, autosomal recessive early-onset	http://purl.obolibrary.org/obo/MONDO_0011658	false
MONDO_0011706	Kufor-Rakeb syndrome	Kufor-Rakeb syndrome (KRS) is a rare genetic neurodegenerative disorder characterized by juvenile Parkinsonism, pyramidal degeneration (dystonia), supranuclear palsy, and cognitive impairment.	PARK9,autosomal recessive Parkinson disease 9,autosomal recessive juvenile onset Parkinson disease 9,KRPPD,Parkinson disease 9, autosomal recessive, juvenile-onset,KRS,Pallidopyramidal Degeneration with supranuclear upgaze paresis and dementia,ceroid lipofuscinosis, neuronal, 12,Pallidopyramidal degeneration with supranuclear upgaze paresis, and dementia,Parkinson disease 9, autosomal recessive,Parkinson disease type 9,park 9	http://purl.obolibrary.org/obo/MONDO_0011706	false
MONDO_0011737	parkinson disease 10		PARK10,Parkinson disease, Age at onset of,Parkinson disease 10	http://purl.obolibrary.org/obo/MONDO_0011737	false
MONDO_0011743	Alzheimer disease 4	Alzheimer's disease with an early onset (starts before the age of 65). It is caused by mutations in the PSEN2 gene.	AD4,Alzheimer disease, familial4,familial Alzheimer's disease, type 4,Alzheimer disease type 4,familial Alzheimer disease, type 4,Alzheimer's disease type 4,Alzheimer's disease 4,Alzheimer disease familial type 4,Alzheimer disease, familial, 4,Ad4	http://purl.obolibrary.org/obo/MONDO_0011743	false
MONDO_0011764	autosomal dominant Parkinson disease 8	Any Parkinson disease in which the cause of the disease is a mutation in the LRRK2 gene.	autosomal dominant Parkinson disease type 8,LRRK2 Parkinson disease,Parkinson disease caused by mutation in LRRK2,PARK8,Parkinson disease 8, autosomal dominant,autosomal dominant Parkinson's disease 8	http://purl.obolibrary.org/obo/MONDO_0011764	false
MONDO_0011777	Alzheimer disease 8	An Alzheimer's disease that is characterized by an associated with variation in the region 20p12.2-q11.21.	Alzheimer's disease type 8,Alzheimer's disease 8,Alzheimer disease, familial 8,AD8,Alzheimer disease type 8,Alzheimer disease, familial, 8,Ad8	http://purl.obolibrary.org/obo/MONDO_0011777	false
MONDO_0011896	Parkinson disease 11, autosomal dominant, susceptibility to	Any hereditary late onset Parkinson disease in which the cause of the disease is a mutation in the GIGYF2 gene.	GIGYF2 hereditary late onset Parkinson disease,hereditary late onset Parkinson disease caused by mutation in GIGYF2,susceptibility to autosomal dominant Parkinson disease 11,PARK11	http://purl.obolibrary.org/obo/MONDO_0011896	false
MONDO_0011908	juvenile myelomonocytic leukemia	A myelodysplastic/myeloproliferative neoplasm of childhood that is characterized by proliferation principally of the granulocytic and monocytic lineages. Myelomonocytic proliferation is seen in the bone marrow and the blood. The leukemic cells may infiltrate any tissue, however liver, spleen, lymph nodes, skin, and respiratory tract are the most common sites of involvement. (WHO, 2001)	juvenile chronic myeloid leukemia,JMML,juvenile chronic myelogenous leukemia,JCML,chronic myelomonocytic leukemia,juvenile chronic myelomonocytic leukemia,leukemia, juvenile myelomonocytic,leukemia, chronic myelomonocytic	http://purl.obolibrary.org/obo/MONDO_0011908	false
MONDO_0011913	Alzheimer disease 3	Alzheimer's disease with an early onset (starts before the age of 65). It is caused by mutations in the PSEN1 gene.	early-onset autosomal dominant Alzheimer disease caused by mutation in PSEN1,AD3,PSEN1 early-onset autosomal dominant Alzheimer disease,Alzheimer disease type 3,Alzheimer's disease 3,Alzheimer's disease type 3,Alzheimer disease 3, early onset,familial Alzheimer's disease, type 3,familial Alzheimer disease, type 3,Alzheimer disease familial 3,Alzheimer disease, familial, 3, with spastic paraparesis and apraxia,Alzheimer disease early onset type 3,Alzheimer disease, familial, 3, with spastic paraparesis and unusual plaques,Alzheimer disease 3, early-onset,AD,Alzheimer disease, familial, 3	http://purl.obolibrary.org/obo/MONDO_0011913	false
MONDO_0011996	chronic myelogenous leukemia, BCR-ABL1 positive	A chronic myeloproliferative neoplasm characterized by the expression of the BCR-ABL1 fusion gene. It presents with neutrophilic leukocytosis. It can appear at any age, but it mostly affects middle aged and older individuals. Patients usually present with fatigue, weight loss, anemia, night sweats, and splenomegaly. If untreated, it follows a biphasic or triphasic natural course; an initial indolent chronic phase which is followed by an accelerated phase, a blast phase, or both. Allogeneic stem cell transplantation and tyrosine kinase inhibitors delay disease progression and prolong overall survival.	chronic myelogenous leukemia,chronic myelogenous leukemia (CML),chronic granulocytic leukemia,hematopoeitic - chronic myelocytic leukemia (CML),chronic myelogenous leukemias,chronic myelogenous leukemia, BCR-ABL1 Positive,CML,chronic myeloid leukemia,CML - chronic myelogenous leukemia,BCR-ABL Positive chronic myelogenous leukemia,myeloid leukemia, chronic,chronic myelocytic leukemia,leukemia, chronic myeloid, atypical,leukemia, chronic myelogenous,leukemia, chronic myeloid	http://purl.obolibrary.org/obo/MONDO_0011996	false
MONDO_0012321	Alzheimer disease 10	An Alzheimer's disease that is characterized by an associated with variation in the region 7q36.	Alzheimer disease type 10,AD10,Alzheimer's disease 10,Alzheimer's disease type 10,Alzheimer disease familial 10,Ad10,Alzheimer disease, familial, 10	http://purl.obolibrary.org/obo/MONDO_0012321	false
MONDO_0012344	Alzheimer disease 11	An Alzheimer's disease that is characterized by an associated with variation in the region 9p22.1.	Alzheimer disease type 11,AD11,Alzheimer's disease 11,Alzheimer's disease type 11,Ad11,Alzheimer disease, familial, 11	http://purl.obolibrary.org/obo/MONDO_0012344	false
MONDO_0012609	Alzheimer disease 12	An Alzheimer's disease that is characterized by an associated with variation in the region 8p12-q22.	Alzheimer disease type 12,AD12,Alzheimer's disease 12,Alzheimer's disease type 12,Alzheimer disease familial 12,Ad12,Alzheimer disease, familial, 12	http://purl.obolibrary.org/obo/MONDO_0012609	false
MONDO_0012630	Alzheimer disease 13	An Alzheimer's disease that is characterized by an associated with variation in the region 1q21.	Alzheimer's disease 13,Alzheimer's disease type 13,AD13,	http://purl.obolibrary.org/obo/MONDO_0012630	false
MONDO_0012631	Alzheimer disease 14	An Alzheimer's disease that is characterized by an associated with variation in the region 1q25.	Alzheimer's disease 14,Alzheimer's disease type 14,AD14,	http://purl.obolibrary.org/obo/MONDO_0012631	false
MONDO_0012883	acute promyelocytic leukemia	Acute promyelocytic leukemia (APL) is an aggressive form of acute myeloid leukemia (AML), characterized by arrest of leukocyte differentiation at the promyelocyte stage, due to a specific chromosomal translocation t(15;17) in myeloid cells. APL manifests with easy bruising, hemorrhagic diathesis and fatigue.	FAB M3,APML - acute promyelocytic leukemia,promyelocytic leukemia,AML M3,AML with t(15;17)(q22;q12);(PML/RARalpha) and variants,acute myeloblastic leukemia type 3,acute promyelocytic leukemia with t(15;17)(q22;q12); PML/rara,acute myeloblastic leukemia 3,AML with t(15;17)(q22;q12),acute promyelocytic leukemia with t(15;17)(q22;q12); PML-rara,APML,acute myeloid leukemia M3,acute myeloid leukemia with t(15;17)(q22;q12);(PML/RARalpha) and variants,acute promyelocytic leukemia with PML-rara,APL,leukemia, acute promyelocytic	http://purl.obolibrary.org/obo/MONDO_0012883	false
MONDO_0013060	autosomal recessive Parkinson disease 14	Adult-onset dystonia-parkinsonism is a rare neurodegenerative disease usually presenting before the age of 30 and which is characterized by dystonia, L-dopa-responsive parkinsonism, pyramidal signs and rapid cognitive decline.	dystonia-Parkinsonism Adult-onset,PARK14,autosomal recessive Parkinson disease type 14,dystonia-parkinsonism, Paisan-Ruiz type,hereditary late onset Parkinson disease caused by mutation in PLA2G6,PLA2G6 hereditary late onset Parkinson disease,PLA2G6-related dystonia-parkinsonism,dystonia-Parkinsonism, adult-onset,Parkinson disease 14, autosomal recessive,autosomal recessive Parkinson's disease 14,adult-onset dystonia - parkinsonism	http://purl.obolibrary.org/obo/MONDO_0013060	false
MONDO_0013108	leukemia, acute lymphocytic, susceptibility to, 1		leukemia, acute lymphoblastic, susceptibility to, 1,leukemia, B-cell acute lymphoblastic, susceptibility to,leukemia, acute lymphoblastic,leukemia, acute lymphoblastic, B-Hyperdiploid, susceptibility to,ALL,All1,leukemia, T-cell acute lymphoblastic, susceptibility to	http://purl.obolibrary.org/obo/MONDO_0013108	false
MONDO_0013109	leukemia, acute lymphocytic, susceptibility to, 2		leukemia, acute lymphoblastic, susceptibility to, 2,ALL2	http://purl.obolibrary.org/obo/MONDO_0013109	false
MONDO_0013167	parkinson disease 16		PARK16,Parkinson disease 16	http://purl.obolibrary.org/obo/MONDO_0013167	false
MONDO_0013340	Parkinson disease 5, autosomal dominant, susceptibility to	Any young-onset Parkinson disease in which the cause of the disease is a mutation in the UCHL1 gene.	young-onset Parkinson disease caused by mutation in UCHL1,UCHL1 young-onset Parkinson disease,PARK5,susceptibility to autosomal dominant Parkinson disease 5	http://purl.obolibrary.org/obo/MONDO_0013340	false
MONDO_0013625	Parkinson disease 17	Any Parkinson disease in which the cause of the disease is a mutation in the VPS35 gene.	autosomal dominant Parkinson disease 17,Parkinson disease caused by mutation in VPS35,Parkinson disease type 17,VPS35 Parkinson disease,Parkinson's disease 17,PARK17	http://purl.obolibrary.org/obo/MONDO_0013625	false
MONDO_0013653	Parkinson disease 18, autosomal dominant, susceptibility to	Any hereditary late onset Parkinson disease in which the cause of the disease is a mutation in the EIF4G1 gene.	hereditary late onset Parkinson disease caused by mutation in EIF4G1,EIF4G1 hereditary late onset Parkinson disease,susceptibility to autosomal dominant Parkinson disease 18,PARK18	http://purl.obolibrary.org/obo/MONDO_0013653	false
MONDO_0014036	Alzheimer disease 17	An Alzheimer's disease that is characterized by an associated with mutations in the gene TREM2.	Alzheimer's disease type 17,Alzheimer's disease 17,Alzheimer disease 17, late onset,AD17,Alzheimer disease 17, late-onset	http://purl.obolibrary.org/obo/MONDO_0014036	false
MONDO_0014231	juvenile onset Parkinson disease 19A	Any Parkinson disease in which the cause of the disease is a mutation in the DNAJC6 gene.	Parkinson disease caused by mutation in DNAJC6,juvenile onset Parkinson disease type 19A,DNAJC6 Parkinson disease,Parkinson disease 19B, early-onset,juvenile onset Parkinson's disease 19A,Park19, formerly,PARK19,Parkinson disease 19, juvenile-onset,Parkinson disease 19A, juvenile-onset,PARK19A	http://purl.obolibrary.org/obo/MONDO_0014231	false
MONDO_0014233	early-onset Parkinson disease 20	Any Parkinson disease in which the cause of the disease is a mutation in the SYNJ1 gene.	SYNJ1 Parkinson disease,Parkinson disease caused by mutation in SYNJ1,early-onset Parkinson disease type 20,early-onset Parkinson's disease 20,PARK20,Parkinson disease 20, early-onset	http://purl.obolibrary.org/obo/MONDO_0014233	false
MONDO_0014241	leukemia, acute lymphoblastic, susceptibility to, 3	Any precursor B-cell acute lymphoblastic leukemia in which the cause of the disease is a mutation in the PAX5 gene.	leukemia, acute lymphoblastic, susceptibility to, type 3,precursor B-cell acute lymphoblastic leukemia caused by mutation in PAX5,PAX5 precursor B-cell acute lymphoblastic leukemia,susceptibility to acute lymphoblastic leukemia 3,ALL3	http://purl.obolibrary.org/obo/MONDO_0014241	false
MONDO_0014265	Alzheimer disease 18	Any Alzheimer disease in which the cause of the disease is a mutation in the ADAM10 gene.	Alzheimer disease caused by mutation in ADAM10,Alzheimer's disease 18,Alzheimer's disease type 18,ADAM10 Alzheimer disease,Alzheimer disease type 18,AD18,Alzheimer disease 18, late-onset	http://purl.obolibrary.org/obo/MONDO_0014265	false
MONDO_0014316	Alzheimer disease 19	Any Alzheimer disease in which the cause of the disease is a mutation in the PLD3 gene.	PLD3 Alzheimer disease,Alzheimer's disease type 19,Alzheimer's disease 19,Alzheimer disease type 19,AD19,Alzheimer disease caused by mutation in PLD3,Alzheimer disease 19 late onset,Alzheimer disease 19, late-onset	http://purl.obolibrary.org/obo/MONDO_0014316	false
MONDO_0014604	Parkinson disease 21	Any hereditary late onset Parkinson disease in which the cause of the disease is a mutation in the DNAJC13 gene.	Parkinson disease type 21,DNAJC13 hereditary late onset Parkinson disease,hereditary late onset Parkinson disease caused by mutation in DNAJC13,PARK21	http://purl.obolibrary.org/obo/MONDO_0014604	false
MONDO_0014742	Parkinson disease 22, autosomal dominant	Any Parkinson disease in which the cause of the disease is a mutation in the CHCHD2 gene.	Parkinson disease caused by mutation in CHCHD2,Parkinson disease 22, autosomal dominant; PARK22,CHCHD2 Parkinson disease,PARK22	http://purl.obolibrary.org/obo/MONDO_0014742	false
MONDO_0014796	autosomal recessive early-onset Parkinson disease 23	Any young-onset Parkinson disease in which the cause of the disease is a mutation in the VPS13C gene.	autosomal recessive early-onset Parksinson disease type 23,young-onset Parkinson disease caused by mutation in VPS13C,Parkinson disease 23, autosomal recessive early-onset,VPS13C young-onset Parkinson disease,PARK23,autosomal recessive early-onset Parkinson's disease 23	http://purl.obolibrary.org/obo/MONDO_0014796	false
MONDO_0015140	early-onset autosomal dominant Alzheimer disease	Early-onset autosomal dominant Alzheimer disease (EOAD) is a progressive dementia with reduction of cognitive functions. EOAD presents the same phenotype as sporadic Alzheimer disease (AD) but has an early age of onset, usually before 60 years old.	EOFAD,early-onset familial autosomal dominant Alzheimer disease,early-onset, autosomal dominant Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0015140	false
MONDO_0015164	acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent	Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent is a subgroup of therapy-related myeloid neoplasms (t-MN), associated with a treatment of an unrelated neoplastic or autoimmune disease with cytotoxic agents, like cyclophosphamid, platins, melphalan and others. The neoplastic cells typically harbor unbalanced aberrations of chromosomes 5 and 7 (monosomy 5/del(5q) and monosomy 7/del(7q)) or a complex karyotype. It usually presents with multilineage dysplasia and cytopenias 5-10 years after exposure, with symptoms related to the degree of bone marrow failure and the corresponding cytopenia (fatigue, bleeding and bruising, recurrent infections, bone pain).	AML and myelodysplastic syndromes related to alkylating agent	http://purl.obolibrary.org/obo/MONDO_0015164	false
MONDO_0015165	acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor represent a subgroup of therapy-related myeloid neoplasms (t-MN), associated with treatment of an unrelated neoplastic disease with cytotoxic agents, like etoposid, doxorubicin, daunorubicin and others. The neoplastic cells often show rearrangements involving the mixed lineage leukemia gene at 11q23. This subgroup of t-MN is typically associated with overt leukemia, without preceding myelodysplastic syndrome, developing 2-3 years after exposure, presenting with non-specific symptoms related to ineffective hematopoesis (fatigue, bleeding and bruising, recurrent infections, bone pain) and/or extramedullary site involvement.	AML and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	http://purl.obolibrary.org/obo/MONDO_0015165	false
MONDO_0015166	acute myeloid leukemia with t(8;21)(q22;q22) translocation		AML with t(8;21)(q22;q22) translocation	http://purl.obolibrary.org/obo/MONDO_0015166	false
MONDO_0015561	aleukemic mast cell leukemia			http://purl.obolibrary.org/obo/MONDO_0015561	false
MONDO_0015608	acute myeloid leukemia and myelodysplastic syndromes related to radiation	Acute myeloid leukemia and myelodysplastic syndromes related to radiation represent a subgroup of therapy-related myeloid neoplasms (t-MN), associated with treatment of an unrelated neoplastic disease with radiation. The neoplastic cells typically harbor unbalanced aberrations of chromosomes 5 and 7 (monosomy 5/del(5q) and monosomy 7/del(7q)) or a complex karyotype. Patients frequently present with multilineage dysplasia and cytopenias 5-10 years after exposure.	AML and myelodysplastic syndromes related to radiation	http://purl.obolibrary.org/obo/MONDO_0015608	false
